Test,Tx Power,Distance,Scenarios,RSSI (dbm),Throughput (KB/S),Throughput (Kbps),Current (A),Power (W)
7792,P3,35,Lobby,-100,2.15,17.19,0.120,0.39279
7793,N6,30,Lobby,-100,2.24,17.95,0.109,0.35117
7794,N0,35,Workshop,-60,7.65,61.23,0.117,0.37218
7795,P3,45,Workshop,-65,8.87,71.00,0.118,0.40772
7796,N12,5,Lobby,-75,7.29,58.36,0.105,0.34918
7797,N6,20,Wall,-100,1.72,13.74,0.108,0.34638
7798,N12,25,Lobby,-90,1.38,11.04,0.108,0.34545
7799,N3,5,Workshop,-68,3.76,30.10,0.114,0.36378
7800,N12,40,Lobby,-98,0.97,7.74,0.102,0.34765
7801,P3,35,Crowded,-75,7.29,58.35,0.116,0.38423
7802,N0,5,Lobby,-38,12.53,100.27,0.109,0.36219
7803,P6,40,Crowded,-85,0.70,5.60,0.123,0.39746
7804,P6,0,Wall,-42,12.99,103.95,0.119,0.42393
7805,N0,10,Crowded,-72,9.11,72.87,0.114,0.37919
7806,N6,60,Lobby,-100,1.17,9.36,0.102,0.33521
7807,P3,35,Workshop,-63,7.95,63.61,0.121,0.40620
7808,N6,50,Workshop,-94,0.70,5.60,0.106,0.34577
7809,N6,30,Wall,-100,1.55,12.43,0.101,0.35738
7810,N3,45,Lobby,-86,1.15,9.19,0.112,0.37208
7811,N0,0,Wall,-47,9.57,76.54,0.113,0.37304
7812,N3,5,Lobby,-75,4.66,37.29,0.109,0.37662
7813,P3,5,Wall,-67,3.23,25.84,0.126,0.41251
7814,N9,15,Wall,-100,1.24,9.92,0.103,0.32955
7815,N0,40,Lobby,-89,1.15,9.21,0.115,0.37826
7816,N9,20,Wall,-85,3.04,24.28,0.098,0.33302
7817,N9,50,Lobby,-90,0.70,5.60,0.102,0.31990
7818,N3,40,Crowded,-75,5.77,46.18,0.110,0.36540
7819,N9,40,Wall,-100,1.03,8.24,0.100,0.33817
7820,N6,10,Lobby,-62,5.85,46.77,0.104,0.34776
7821,P6,20,Wall,-100,2.08,16.67,0.125,0.41774
7822,N9,15,Workshop,-75,6.20,49.59,0.097,0.33000
7823,N6,30,Lobby,-83,2.09,16.74,0.107,0.35207
7824,N6,0,Crowded,-46,9.54,76.35,0.105,0.35105
7825,N6,60,Workshop,-82,2.30,18.42,0.107,0.35211
7826,N3,45,Lobby,-71,5.30,42.38,0.116,0.37217
7827,N12,5,Crowded,-84,3.07,24.59,0.105,0.32783
7828,N0,10,Workshop,-70,5.30,42.37,0.108,0.38139
7829,P3,5,Workshop,-68,3.76,30.05,0.124,0.41548
7830,N3,20,Workshop,-75,4.05,32.38,0.110,0.35669
7831,N6,20,Workshop,-73,4.44,35.51,0.109,0.33556
7832,N6,15,Wall,-100,1.14,9.10,0.104,0.34691
7833,N12,40,Crowded,-100,1.64,13.09,0.102,0.34252
7834,N6,60,Workshop,-100,1.84,14.74,0.104,0.34865
7835,N3,5,Workshop,-67,9.25,73.99,0.115,0.37113
7836,N9,10,Wall,-76,1.07,8.57,0.101,0.34189
7837,N9,35,Wall,-100,0.70,5.60,0.105,0.33513
7838,N3,10,Lobby,-71,4.14,33.13,0.112,0.36870
7839,N3,5,Wall,-72,4.94,39.50,0.112,0.36712
7840,N3,5,Lobby,-60,11.02,88.19,0.113,0.37917
7841,N6,50,Lobby,-98,0.74,5.89,0.108,0.34528
7842,N12,35,Workshop,-88,0.84,6.68,0.107,0.35025
7843,N9,60,Workshop,-96,1.52,12.12,0.098,0.33983
7844,N6,35,Workshop,-100,1.35,10.80,0.109,0.34277
7845,P3,15,Lobby,-88,0.92,7.37,0.120,0.39880
7846,N9,5,Workshop,-61,7.45,59.59,0.095,0.34021
7847,N6,20,Wall,-100,0.70,5.60,0.104,0.34494
7848,N12,45,Workshop,-100,1.06,8.51,0.102,0.34517
7849,N6,15,Lobby,-68,1.65,13.19,0.104,0.34708
7850,N6,10,Lobby,-70,5.78,46.25,0.106,0.34884
7851,N0,55,Workshop,-87,0.70,5.62,0.119,0.37664
7852,N6,60,Crowded,-100,0.85,6.83,0.103,0.34324
7853,P6,10,Wall,-75,8.95,71.58,0.126,0.41095
7854,N6,5,Lobby,-70,2.91,23.27,0.104,0.35388
7855,N6,50,Crowded,-92,1.52,12.14,0.106,0.33866
7856,P6,10,Wall,-80,3.39,27.15,0.122,0.41321
7857,N3,25,Workshop,-72,4.90,39.22,0.106,0.36714
7858,P6,10,Crowded,-60,6.30,50.40,0.125,0.40539
7859,N0,55,Wall,-100,0.88,7.03,0.114,0.37574
7860,P3,0,Lobby,-38,12.24,97.92,0.116,0.39445
7861,N3,25,Workshop,-65,7.80,62.44,0.107,0.36550
7862,N9,25,Crowded,-100,1.37,10.98,0.102,0.33632
7863,N0,25,Wall,-81,2.79,22.31,0.113,0.36533
7864,N9,30,Wall,-100,1.54,12.34,0.101,0.33023
7865,N0,5,Crowded,-71,6.49,51.95,0.117,0.35744
7866,N3,45,Wall,-100,0.89,7.09,0.111,0.36473
7867,N3,30,Workshop,-86,1.14,9.10,0.105,0.37400
7868,N9,10,Lobby,-80,1.96,15.71,0.108,0.33640
7869,N9,60,Workshop,-100,1.63,13.05,0.095,0.33890
7870,N12,25,Workshop,-93,2.13,17.00,0.105,0.35153
7871,N12,50,Workshop,-100,2.10,16.84,0.099,0.33787
7872,N6,60,Wall,-100,0.70,5.60,0.104,0.36047
7873,N12,0,Workshop,-56,10.46,83.71,0.106,0.34804
7874,N12,40,Workshop,-100,1.58,12.62,0.106,0.34215
7875,N12,20,Lobby,-94,1.48,11.82,0.101,0.34784
7876,N3,35,Wall,-100,1.97,15.76,0.107,0.36256
7877,N6,30,Wall,-100,1.17,9.34,0.102,0.35157
7878,P3,20,Wall,-96,1.23,9.83,0.128,0.39432
7879,P3,30,Wall,-100,0.70,5.60,0.127,0.39398
7880,P6,35,Workshop,-77,6.04,48.36,0.122,0.41851
7881,N12,45,Crowded,-98,1.05,8.41,0.107,0.33013
7882,P3,25,Crowded,-100,0.83,6.64,0.123,0.40256
7883,N9,15,Crowded,-84,1.87,14.98,0.097,0.34073
7884,N3,10,Lobby,-79,3.40,27.20,0.116,0.36515
7885,P6,20,Lobby,-65,6.65,53.17,0.123,0.41838
7886,N12,0,Crowded,-64,5.08,40.63,0.102,0.34259
7887,P3,15,Lobby,-69,11.51,92.09,0.120,0.39482
7888,P3,60,Lobby,-99,0.70,5.60,0.120,0.38750
7889,N0,45,Workshop,-86,1.39,11.09,0.115,0.37037
7890,N9,25,Lobby,-81,2.78,22.26,0.102,0.36501
7891,N0,20,Wall,-93,0.70,5.60,0.105,0.37176
7892,N3,10,Lobby,-92,1.53,12.28,0.110,0.36249
7893,P3,10,Crowded,-76,1.78,14.26,0.125,0.39899
7894,N6,20,Workshop,-86,2.19,17.53,0.107,0.33261
7895,N12,5,Lobby,-45,9.56,76.51,0.107,0.33555
7896,N3,55,Lobby,-71,4.19,33.56,0.110,0.36643
7897,N12,15,Lobby,-75,3.81,30.44,0.101,0.34662
7898,N12,15,Lobby,-77,4.69,37.49,0.104,0.32894
7899,P6,0,Lobby,-34,12.96,103.65,0.122,0.40232
7900,P6,15,Crowded,-60,8.38,67.01,0.127,0.41516
7901,N12,50,Workshop,-91,1.86,14.85,0.111,0.35177
7902,N6,20,Lobby,-84,2.87,22.93,0.103,0.33904
7903,N12,30,Workshop,-100,2.04,16.28,0.102,0.34557
7904,N9,5,Wall,-79,3.05,24.39,0.101,0.32972
7905,N6,15,Lobby,-72,4.00,32.03,0.106,0.34992
7906,N6,35,Lobby,-100,0.75,5.99,0.102,0.34391
7907,N12,15,Wall,-100,2.13,17.03,0.108,0.33285
7908,N9,0,Workshop,-42,10.88,87.04,0.099,0.33319
7909,P6,55,Wall,-84,0.83,6.66,0.130,0.41820
7910,P6,25,Crowded,-88,1.48,11.88,0.128,0.40413
7911,N0,10,Workshop,-63,5.64,45.15,0.113,0.36968
7912,N9,35,Workshop,-86,2.14,17.09,0.102,0.33861
7913,N3,50,Lobby,-100,1.42,11.33,0.108,0.36956
7914,P3,25,Workshop,-57,7.23,57.84,0.119,0.38378
7915,N3,15,Wall,-68,5.79,46.33,0.106,0.35810
7916,N6,50,Workshop,-97,0.71,5.69,0.105,0.34269
7917,N12,15,Lobby,-62,5.31,42.47,0.101,0.35156
7918,N12,40,Lobby,-93,0.70,5.60,0.106,0.34055
7919,N6,25,Wall,-94,2.13,17.04,0.100,0.34864
7920,N9,0,Workshop,-53,11.34,90.72,0.093,0.33399
7921,N6,60,Workshop,-100,1.17,9.36,0.102,0.35565
7922,N12,35,Workshop,-88,1.40,11.20,0.102,0.35702
7923,N0,0,Lobby,-41,12.12,96.97,0.113,0.35468
7924,N6,55,Crowded,-96,0.70,5.60,0.108,0.33949
7925,P3,35,Lobby,-80,0.70,5.60,0.118,0.40492
7926,N12,35,Workshop,-93,0.70,5.60,0.107,0.34842
7927,P6,5,Wall,-83,0.70,5.60,0.120,0.40424
7928,P3,30,Lobby,-76,1.85,14.77,0.122,0.41231
7929,N9,40,Lobby,-83,3.18,25.47,0.105,0.33271
7930,N12,10,Lobby,-82,2.61,20.89,0.099,0.36398
7931,N6,5,Workshop,-39,12.44,99.55,0.101,0.34840
7932,N9,10,Lobby,-81,2.93,23.45,0.102,0.33446
7933,N9,40,Lobby,-81,2.75,22.03,0.096,0.33441
7934,N0,40,Workshop,-77,3.15,25.21,0.114,0.36850
7935,N6,40,Lobby,-79,3.82,30.54,0.100,0.33860
7936,N0,5,Lobby,-54,11.90,95.19,0.117,0.37557
7937,P3,10,Lobby,-58,7.96,63.65,0.123,0.39255
7938,N3,20,Wall,-100,1.13,9.05,0.109,0.37281
7939,N6,10,Wall,-80,4.01,32.11,0.109,0.35753
7940,P6,35,Lobby,-70,0.70,5.60,0.119,0.41816
7941,P6,40,Lobby,-83,2.53,20.23,0.123,0.39919
7942,N3,30,Lobby,-88,2.03,16.23,0.113,0.37949
7943,N12,15,Lobby,-69,1.48,11.86,0.104,0.33204
7944,N3,20,Wall,-93,1.21,9.72,0.107,0.35238
7945,N12,20,Crowded,-100,0.70,5.60,0.103,0.34458
7946,N9,35,Lobby,-99,1.02,8.18,0.103,0.33483
7947,N12,0,Wall,-76,1.29,10.33,0.105,0.34971
7948,N6,0,Wall,-69,6.72,53.76,0.105,0.35040
7949,N3,10,Workshop,-58,8.06,64.50,0.111,0.35921
7950,N12,0,Lobby,-55,10.81,86.46,0.108,0.33198
7951,N0,25,Lobby,-58,8.85,70.83,0.112,0.36402
7952,N6,45,Crowded,-78,2.80,22.44,0.104,0.35184
7953,N6,10,Wall,-74,10.28,82.25,0.106,0.35324
7954,P3,15,Lobby,-67,4.99,39.93,0.119,0.40138
7955,N6,5,Lobby,-54,8.90,71.19,0.106,0.35705
7956,N12,5,Workshop,-63,5.12,40.96,0.106,0.33070
7957,N6,45,Wall,-100,1.97,15.79,0.106,0.34247
7958,N12,0,Lobby,-48,11.09,88.73,0.104,0.35310
7959,N12,30,Lobby,-98,0.70,5.60,0.104,0.33281
7960,N9,25,Crowded,-90,2.65,21.19,0.099,0.32143
7961,N12,55,Workshop,-100,1.42,11.38,0.101,0.34178
7962,N12,35,Lobby,-90,1.23,9.81,0.101,0.34458
7963,N0,0,Crowded,-42,11.46,91.72,0.117,0.36887
7964,N3,5,Workshop,-64,7.63,61.04,0.116,0.35552
7965,N6,25,Wall,-100,1.45,11.59,0.107,0.33786
7966,N3,35,Crowded,-84,2.25,18.00,0.114,0.36269
7967,N0,30,Lobby,-79,5.55,44.43,0.114,0.36921
7968,N0,5,Lobby,-57,9.12,72.95,0.109,0.38742
7969,N0,50,Lobby,-86,0.70,5.60,0.111,0.39291
7970,P3,35,Wall,-100,1.88,15.00,0.119,0.41524
7971,N6,0,Lobby,-46,8.59,68.75,0.103,0.35418
7972,N3,45,Workshop,-88,1.50,11.98,0.108,0.36456
7973,N6,0,Lobby,-43,10.89,87.09,0.105,0.35633
7974,N0,55,Workshop,-87,0.70,5.60,0.108,0.37302
7975,N6,55,Workshop,-88,0.74,5.95,0.111,0.35284
7976,N12,40,Workshop,-76,2.75,22.02,0.106,0.33849
7977,N0,45,Lobby,-82,0.92,7.38,0.113,0.37208
7978,N3,15,Workshop,-76,2.14,17.10,0.114,0.36112
7979,N9,60,Lobby,-80,2.31,18.47,0.099,0.34155
7980,N3,50,Lobby,-72,8.34,66.72,0.113,0.37981
7981,P3,35,Crowded,-87,1.53,12.28,0.122,0.38634
7982,P3,45,Lobby,-83,2.71,21.65,0.116,0.40339
7983,P3,45,Workshop,-72,5.10,40.79,0.119,0.39061
7984,N6,30,Wall,-100,0.70,5.60,0.104,0.34050
7985,N9,45,Workshop,-97,0.70,5.60,0.101,0.33427
7986,N9,0,Wall,-94,1.40,11.22,0.101,0.33395
7987,N6,35,Crowded,-86,1.80,14.40,0.109,0.34938
7988,P6,25,Wall,-96,0.70,5.60,0.123,0.42339
7989,N12,45,Lobby,-91,0.70,5.60,0.106,0.34734
7990,P6,40,Lobby,-74,0.70,5.60,0.124,0.41449
7991,N9,5,Wall,-82,1.97,15.75,0.103,0.32467
7992,P6,0,Wall,-48,8.94,71.48,0.124,0.40614
7993,N12,0,Workshop,-62,4.87,38.95,0.106,0.34149
7994,P3,15,Wall,-89,0.70,5.60,0.120,0.39848
7995,N12,45,Workshop,-99,1.64,13.13,0.099,0.35095
7996,N0,55,Crowded,-100,1.41,11.30,0.116,0.37202
7997,N3,10,Lobby,-53,12.27,98.12,0.108,0.37413
7998,P3,40,Crowded,-88,1.61,12.87,0.115,0.40975
7999,N12,20,Lobby,-95,1.81,14.44,0.107,0.33678
8000,N0,0,Workshop,-52,11.39,91.15,0.109,0.37959
8001,N6,30,Wall,-96,2.03,16.21,0.105,0.34742
8002,P6,45,Lobby,-79,3.31,26.47,0.122,0.41193
8003,P3,45,Crowded,-93,2.55,20.37,0.112,0.42218
8004,N3,20,Wall,-100,1.50,12.02,0.114,0.36899
8005,N12,45,Wall,-100,1.23,9.84,0.102,0.34719
8006,N9,40,Wall,-100,0.99,7.94,0.098,0.33772
8007,N12,15,Crowded,-96,2.32,18.54,0.106,0.36213
8008,N0,45,Crowded,-100,0.95,7.61,0.110,0.36676
8009,N0,5,Lobby,-64,7.65,61.21,0.113,0.37255
8010,N3,50,Lobby,-80,1.95,15.59,0.113,0.35106
8011,N0,20,Lobby,-81,3.15,25.20,0.119,0.37176
8012,N3,25,Crowded,-87,1.43,11.40,0.111,0.35460
8013,N6,30,Workshop,-90,1.16,9.29,0.103,0.35956
8014,N12,0,Workshop,-50,11.86,94.88,0.103,0.34181
8015,N3,55,Workshop,-79,1.17,9.33,0.106,0.36663
8016,P6,10,Lobby,-54,8.64,69.08,0.123,0.39842
8017,N12,50,Workshop,-100,0.77,6.19,0.101,0.34576
8018,N9,55,Lobby,-87,0.70,5.60,0.103,0.34583
8019,N3,30,Workshop,-67,7.03,56.21,0.113,0.37055
8020,N9,50,Lobby,-91,1.15,9.20,0.105,0.33251
8021,N6,10,Workshop,-80,3.08,24.67,0.098,0.34471
8022,N12,15,Workshop,-70,2.48,19.87,0.103,0.34800
8023,N0,20,Lobby,-72,0.70,5.60,0.115,0.37187
8024,N12,15,Workshop,-86,0.70,5.60,0.098,0.34203
8025,N6,35,Workshop,-100,1.33,10.67,0.106,0.34506
8026,N9,5,Lobby,-62,11.33,90.60,0.100,0.32693
8027,N6,35,Lobby,-100,1.95,15.57,0.104,0.35312
8028,N3,5,Workshop,-42,10.14,81.10,0.112,0.37307
8029,P6,20,Wall,-74,7.60,60.80,0.124,0.40819
8030,N12,45,Workshop,-96,2.25,18.00,0.104,0.34493
8031,N3,30,Lobby,-84,0.70,5.60,0.113,0.36409
8032,N3,35,Workshop,-75,7.03,56.27,0.108,0.36817
8033,N6,15,Workshop,-81,1.36,10.85,0.102,0.33926
8034,N3,15,Lobby,-74,4.87,38.94,0.110,0.36257
8035,N0,5,Workshop,-61,5.49,43.92,0.113,0.36826
8036,N6,50,Wall,-100,1.66,13.27,0.102,0.34990
8037,N9,5,Lobby,-69,9.03,72.25,0.098,0.32340
8038,N12,40,Workshop,-100,0.70,5.60,0.110,0.34924
8039,P6,40,Lobby,-85,3.51,28.04,0.125,0.40272
8040,N6,25,Workshop,-93,1.10,8.82,0.107,0.34582
8041,N12,35,Lobby,-92,1.38,11.01,0.102,0.34118
8042,N6,60,Lobby,-93,1.03,8.24,0.107,0.33374
8043,P6,50,Lobby,-82,0.70,5.60,0.121,0.40973
8044,N6,45,Lobby,-82,1.54,12.35,0.106,0.35133
8045,N6,15,Workshop,-55,8.11,64.88,0.109,0.34147
8046,P6,20,Lobby,-55,10.78,86.26,0.125,0.42308
8047,N3,15,Workshop,-81,2.82,22.55,0.109,0.36447
8048,P3,60,Lobby,-81,0.73,5.82,0.124,0.39772
8049,N12,30,Workshop,-100,1.58,12.61,0.108,0.34100
8050,N9,15,Wall,-100,1.21,9.71,0.100,0.33826
8051,P6,40,Workshop,-79,3.95,31.57,0.124,0.41610
8052,N0,45,Wall,-100,1.57,12.60,0.110,0.37729
8053,N9,60,Crowded,-68,2.99,23.94,0.101,0.34027
8054,N6,25,Lobby,-78,2.40,19.24,0.105,0.35842
8055,N3,15,Workshop,-75,0.94,7.48,0.109,0.35880
8056,N9,45,Wall,-100,1.18,9.41,0.100,0.33707
8057,N12,0,Lobby,-55,11.24,89.88,0.108,0.34880
8058,P6,45,Lobby,-75,4.62,36.94,0.124,0.41629
8059,N0,60,Wall,-100,0.83,6.61,0.114,0.35944
8060,P3,10,Workshop,-73,6.27,50.14,0.119,0.39677
8061,N12,15,Workshop,-73,4.31,34.49,0.097,0.34669
8062,P6,15,Workshop,-72,8.87,71.00,0.126,0.41884
8063,N0,0,Workshop,-42,7.91,63.28,0.117,0.37262
8064,N3,40,Lobby,-100,0.70,5.60,0.113,0.37097
8065,N9,45,Lobby,-100,1.76,14.10,0.102,0.33496
8066,N6,15,Workshop,-73,7.44,59.53,0.105,0.36475
8067,N12,45,Lobby,-80,0.91,7.32,0.108,0.34191
8068,N6,45,Wall,-100,1.49,11.93,0.102,0.33364
8069,P6,35,Workshop,-72,4.48,35.87,0.126,0.39466
8070,P3,25,Lobby,-55,10.47,83.73,0.122,0.39509
8071,N6,35,Lobby,-74,2.11,16.88,0.108,0.34038
8072,N6,40,Lobby,-89,2.14,17.09,0.110,0.34435
8073,N0,0,Wall,-35,11.89,95.09,0.112,0.37193
8074,N9,30,Wall,-100,1.89,15.08,0.105,0.34164
8075,N6,45,Crowded,-100,2.27,18.14,0.106,0.35550
8076,N9,15,Lobby,-67,5.93,47.41,0.097,0.32949
8077,N3,35,Crowded,-100,2.48,19.82,0.110,0.37975
8078,N12,0,Crowded,-60,10.39,83.12,0.101,0.34657
8079,N6,60,Lobby,-92,0.91,7.27,0.104,0.33851
8080,N9,20,Workshop,-96,1.09,8.72,0.095,0.33404
8081,P3,10,Workshop,-80,3.75,30.04,0.120,0.38913
8082,N9,5,Workshop,-69,6.34,50.69,0.105,0.32931
8083,P6,35,Crowded,-77,2.96,23.71,0.124,0.41768
8084,N6,55,Lobby,-79,2.39,19.10,0.111,0.34990
8085,P3,25,Lobby,-57,6.83,54.60,0.123,0.40058
8086,N6,45,Lobby,-89,0.98,7.83,0.101,0.34356
8087,N3,5,Crowded,-62,6.83,54.63,0.113,0.35952
8088,N12,55,Crowded,-100,1.15,9.19,0.102,0.34235
8089,N12,50,Lobby,-100,2.33,18.65,0.100,0.34517
8090,N3,15,Workshop,-73,4.04,32.29,0.113,0.37641
8091,N12,35,Workshop,-93,0.70,5.60,0.101,0.34093
8092,P6,10,Workshop,-63,8.67,69.35,0.123,0.40880
8093,N3,5,Crowded,-53,9.72,77.80,0.109,0.36640
8094,N3,20,Crowded,-82,1.69,13.56,0.106,0.35898
8095,P3,25,Wall,-100,0.70,5.60,0.123,0.40646
8096,N3,60,Crowded,-100,1.60,12.80,0.110,0.37540
8097,N6,10,Workshop,-59,5.83,46.62,0.101,0.34821
8098,N9,0,Workshop,-54,11.79,94.32,0.096,0.34023
8099,N9,55,Lobby,-91,2.67,21.38,0.099,0.32549
8100,P6,0,Lobby,-37,12.86,102.90,0.127,0.41566
8101,P3,10,Lobby,-57,7.41,59.25,0.117,0.39177
8102,N12,15,Workshop,-92,0.73,5.86,0.099,0.33584
8103,N6,10,Wall,-77,2.03,16.23,0.101,0.33602
8104,N9,60,Wall,-100,1.48,11.82,0.096,0.32188
8105,N9,35,Workshop,-88,1.38,11.01,0.107,0.33400
8106,P6,50,Workshop,-77,1.91,15.30,0.128,0.39720
8107,P6,35,Wall,-100,0.70,5.60,0.125,0.42208
8108,N3,40,Lobby,-97,1.00,7.99,0.111,0.36574
8109,N12,25,Lobby,-89,1.47,11.76,0.101,0.34711
8110,N9,10,Crowded,-96,1.97,15.73,0.099,0.33179
8111,P6,10,Workshop,-42,7.97,63.76,0.124,0.41874
8112,N6,30,Lobby,-79,4.29,34.35,0.097,0.34153
8113,N6,20,Workshop,-73,5.32,42.59,0.107,0.34252
8114,P6,20,Lobby,-59,12.26,98.11,0.120,0.41064
8115,P6,10,Wall,-76,3.71,29.67,0.127,0.42642
8116,N3,20,Wall,-98,1.03,8.23,0.112,0.36993
8117,N6,55,Wall,-100,1.82,14.53,0.102,0.34208
8118,P3,60,Crowded,-98,1.22,9.77,0.122,0.40210
8119,N12,40,Workshop,-95,2.00,15.99,0.100,0.34213
8120,N9,10,Workshop,-88,1.47,11.77,0.098,0.34879
8121,N0,35,Workshop,-82,0.70,5.60,0.112,0.36870
8122,N3,10,Crowded,-96,1.15,9.18,0.114,0.36407
8123,N9,15,Workshop,-78,5.35,42.83,0.102,0.32343
8124,N6,20,Workshop,-86,0.97,7.76,0.108,0.34989
8125,P3,20,Workshop,-67,0.70,5.60,0.118,0.38121
8126,N12,10,Crowded,-93,0.70,5.60,0.106,0.35427
8127,N12,30,Workshop,-84,3.06,24.45,0.106,0.33366
8128,N12,40,Crowded,-100,2.11,16.88,0.105,0.34137
8129,N0,5,Wall,-67,5.95,47.61,0.113,0.37182
8130,N0,5,Lobby,-50,9.36,74.87,0.110,0.37548
8131,N9,30,Wall,-100,2.25,18.00,0.107,0.34020
8132,N9,35,Workshop,-88,0.70,5.60,0.104,0.31905
8133,P6,45,Lobby,-72,3.11,24.85,0.121,0.41461
8134,N6,40,Lobby,-83,3.92,31.35,0.105,0.34500
8135,N6,30,Lobby,-92,1.51,12.07,0.106,0.35962
8136,N9,30,Lobby,-92,1.70,13.56,0.105,0.33314
8137,N12,20,Wall,-100,1.94,15.54,0.105,0.33647
8138,N3,15,Wall,-100,2.15,17.17,0.105,0.36422
8139,P3,25,Wall,-100,1.56,12.47,0.118,0.40086
8140,N12,45,Lobby,-85,2.53,20.26,0.104,0.35394
8141,N6,35,Wall,-84,3.24,25.89,0.106,0.35504
8142,N9,60,Lobby,-85,1.77,14.17,0.101,0.34038
8143,N0,40,Lobby,-83,0.70,5.60,0.120,0.37396
8144,N3,30,Wall,-100,1.87,14.95,0.108,0.35951
8145,N6,10,Lobby,-79,3.41,27.25,0.103,0.34429
8146,N6,30,Wall,-100,1.90,15.16,0.103,0.35112
8147,N12,40,Crowded,-100,0.70,5.60,0.103,0.34430
8148,N3,50,Wall,-99,2.11,16.89,0.109,0.36346
8149,N12,50,Wall,-100,0.70,5.60,0.099,0.35186
8150,N9,45,Workshop,-94,2.67,21.38,0.103,0.33987
8151,N6,0,Workshop,-49,9.78,78.24,0.106,0.35027
8152,N12,10,Wall,-100,1.54,12.36,0.105,0.33327
8153,N6,35,Workshop,-73,6.55,52.41,0.106,0.35683
8154,N12,40,Wall,-100,0.70,5.60,0.101,0.33645
8155,N12,25,Wall,-100,0.91,7.25,0.106,0.34195
8156,P3,25,Lobby,-59,10.09,80.68,0.118,0.40572
8157,N12,10,Workshop,-74,8.53,68.22,0.104,0.34754
8158,N6,45,Workshop,-75,9.76,78.07,0.109,0.35453
8159,N12,40,Wall,-100,1.01,8.08,0.100,0.35421
8160,N12,35,Lobby,-83,1.77,14.19,0.105,0.35306
8161,N6,55,Lobby,-90,0.72,5.73,0.102,0.34911
8162,N9,5,Wall,-87,0.87,7.00,0.103,0.34596
8163,P3,0,Workshop,-43,12.24,97.88,0.123,0.39985
8164,N3,60,Lobby,-89,0.70,5.60,0.104,0.36378
8165,N9,60,Wall,-100,1.57,12.53,0.101,0.32481
8166,P6,55,Crowded,-100,1.57,12.60,0.125,0.41262
8167,P3,40,Workshop,-85,1.08,8.67,0.117,0.39908
8168,N0,15,Lobby,-54,9.88,79.01,0.112,0.37254
8169,N12,20,Crowded,-92,1.43,11.47,0.100,0.33465
8170,N6,20,Lobby,-77,3.52,28.15,0.101,0.35781
8171,N12,40,Wall,-100,0.82,6.59,0.105,0.34308
8172,P3,0,Lobby,-34,11.58,92.68,0.121,0.38539
8173,N6,40,Lobby,-81,2.59,20.75,0.107,0.34833
8174,P6,30,Lobby,-71,2.74,21.90,0.124,0.42644
8175,N6,25,Lobby,-93,1.35,10.77,0.103,0.34669
8176,N12,15,Wall,-100,1.63,13.00,0.109,0.34489
8177,P6,40,Lobby,-70,2.47,19.75,0.127,0.41655
8178,N6,25,Wall,-96,0.99,7.90,0.102,0.34480
8179,P6,40,Workshop,-75,0.70,5.60,0.125,0.40663
8180,N6,30,Lobby,-78,2.58,20.66,0.104,0.35534
8181,N0,35,Lobby,-80,3.96,31.67,0.108,0.37332
8182,N12,35,Wall,-97,2.05,16.36,0.103,0.34880
8183,N9,45,Lobby,-81,1.57,12.55,0.100,0.33986
8184,N12,30,Lobby,-76,5.61,44.90,0.106,0.33457
8185,P3,0,Workshop,-34,12.28,98.26,0.120,0.38163
8186,N0,40,Crowded,-100,0.70,5.60,0.114,0.37598
8187,N0,25,Wall,-97,1.14,9.16,0.111,0.37559
8188,N6,20,Lobby,-74,8.49,67.91,0.100,0.33960
8189,N12,15,Lobby,-83,2.07,16.53,0.104,0.34990
8190,N6,10,Wall,-84,0.70,5.60,0.110,0.33127
8191,N0,50,Workshop,-70,5.00,40.02,0.107,0.37727
8192,N6,25,Workshop,-94,1.89,15.12,0.108,0.34375
8193,P3,40,Lobby,-76,3.16,25.28,0.118,0.40441
8194,N6,30,Workshop,-85,4.57,36.57,0.107,0.34735
8195,N12,35,Lobby,-85,1.74,13.96,0.098,0.34342
8196,P3,35,Lobby,-69,2.12,16.93,0.116,0.38664
8197,N9,40,Lobby,-85,0.71,5.64,0.098,0.33369
8198,N0,0,Wall,-51,9.94,79.52,0.114,0.37149
8199,P3,15,Workshop,-64,8.83,70.64,0.122,0.40807
8200,P6,45,Lobby,-77,0.70,5.60,0.129,0.41463
8201,N6,60,Wall,-100,0.70,5.60,0.104,0.35372
8202,P3,45,Lobby,-79,4.10,32.77,0.117,0.39382
8203,N3,30,Lobby,-92,0.86,6.85,0.111,0.36355
8204,N0,55,Crowded,-100,1.73,13.81,0.112,0.37383
8205,N3,0,Lobby,-39,12.89,103.10,0.107,0.36399
8206,N3,60,Crowded,-100,1.12,8.97,0.111,0.35793
8207,N9,35,Workshop,-95,2.33,18.63,0.104,0.31626
8208,P3,5,Lobby,-59,9.92,79.35,0.118,0.39840
8209,N3,10,Wall,-76,4.12,32.98,0.113,0.36805
8210,N12,35,Workshop,-100,1.29,10.28,0.104,0.35048
8211,P6,60,Workshop,-87,0.78,6.24,0.133,0.41035
8212,N0,45,Lobby,-96,0.93,7.48,0.113,0.35762
8213,P3,10,Lobby,-71,2.87,22.95,0.123,0.40598
8214,N0,55,Workshop,-94,2.26,18.11,0.111,0.37102
8215,P3,25,Workshop,-87,1.47,11.78,0.120,0.39919
8216,N0,40,Crowded,-91,0.70,5.60,0.113,0.38540
